Phylum,Class,Order,Family,Genus,sample,name2,count
Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Paeniglutamicibacter,X1084,Control 2,9
Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,X1092,Heated 4,7
Actinobacteriota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Unclassified,X1083,Control 1,11
Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Unclassified,X1086,Control 4,10
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1083,Control 1,5
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1085,Control 3,9
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1090,Heated 2,10
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1091,Heated 3,34
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1092,Heated 4,22
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1093,Heated 5,11
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,X1094,Heated 6,20
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,X1083,Control 1,6
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,X1090,Heated 2,6
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,X1093,Heated 5,6
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,X1094,Heated 6,31
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1083,Control 1,313
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1084,Control 2,270
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1085,Control 3,184
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1086,Control 4,202
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1087,Control 5,863
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1088,Control 6,251
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1089,Heated 1,1199
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1090,Heated 2,1254
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1091,Heated 3,1459
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1092,Heated 4,640
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1093,Heated 5,689
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,X1094,Heated 6,1031
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,X1088,Control 6,4
Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus_B,X1090,Heated 2,8
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1083,Control 1,398
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1084,Control 2,217
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1085,Control 3,84
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1086,Control 4,226
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1087,Control 5,88
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1088,Control 6,79
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1089,Heated 1,75
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1090,Heated 2,6590
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1091,Heated 3,5549
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1092,Heated 4,2991
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1093,Heated 5,721
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,ATZT02,X1094,Heated 6,1692
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1083,Control 1,34
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1084,Control 2,13
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1085,Control 3,8
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1086,Control 4,4
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1087,Control 5,13
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1088,Control 6,8
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1089,Heated 1,66
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1090,Heated 2,130
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1091,Heated 3,139
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1092,Heated 4,46
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1093,Heated 5,55
Actinobacteriota,Actinomycetia,Nanopelagicales,AcAMD-5,AcAMD-5,X1094,Heated 6,39
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1083,Control 1,477
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1084,Control 2,478
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1085,Control 3,712
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1086,Control 4,434
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1087,Control 5,627
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1088,Control 6,446
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1089,Heated 1,357
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1090,Heated 2,651
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1091,Heated 3,720
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1092,Heated 4,492
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1093,Heated 5,445
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,AAA044-D11,X1094,Heated 6,565
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1083,Control 1,27
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1084,Control 2,22
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1085,Control 3,12
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1086,Control 4,13
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1087,Control 5,35
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1088,Control 6,19
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1089,Heated 1,115
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1090,Heated 2,184
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1091,Heated 3,135
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1092,Heated 4,98
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1093,Heated 5,109
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,IMCC26077,X1094,Heated 6,48
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1083,Control 1,101
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1084,Control 2,104
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1085,Control 3,155
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1086,Control 4,87
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1087,Control 5,122
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1088,Control 6,84
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1089,Heated 1,490
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1090,Heated 2,777
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1091,Heated 3,1216
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1092,Heated 4,755
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1093,Heated 5,611
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,X1094,Heated 6,906
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1083,Control 1,138
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1084,Control 2,94
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1085,Control 3,110
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1086,Control 4,90
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1087,Control 5,121
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1088,Control 6,80
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1089,Heated 1,215
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1090,Heated 2,579
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1091,Heated 3,549
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1092,Heated 4,418
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1093,Heated 5,337
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,X1094,Heated 6,510
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1083,Control 1,364
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1084,Control 2,379
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1085,Control 3,430
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1086,Control 4,371
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1087,Control 5,550
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1088,Control 6,281
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1089,Heated 1,127
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1090,Heated 2,172
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1091,Heated 3,96
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1092,Heated 4,148
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1093,Heated 5,115
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,X1094,Heated 6,324
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1083,Control 1,3603
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1084,Control 2,4002
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1085,Control 3,4565
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1086,Control 4,3172
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1087,Control 5,5661
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1088,Control 6,3230
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1089,Heated 1,1364
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1090,Heated 2,2300
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1091,Heated 3,2174
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1092,Heated 4,1836
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1093,Heated 5,1727
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Planktophila,X1094,Heated 6,2208
Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Unclassified,X1089,Heated 1,1
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1083,Control 1,21
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1086,Control 4,9
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1087,Control 5,21
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1090,Heated 2,100
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1091,Heated 3,64
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1092,Heated 4,130
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1093,Heated 5,108
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,GCA-2737125,X1094,Heated 6,115
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1083,Control 1,86
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1084,Control 2,53
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1085,Control 3,31
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1086,Control 4,46
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1087,Control 5,47
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1088,Control 6,36
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1089,Heated 1,216
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1090,Heated 2,558
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1091,Heated 3,2185
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1092,Heated 4,395
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1093,Heated 5,245
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Mxb001,X1094,Heated 6,149
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1083,Control 1,60
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1084,Control 2,22
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1086,Control 4,17
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1089,Heated 1,19
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1090,Heated 2,412
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1091,Heated 3,552
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1092,Heated 4,293
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1093,Heated 5,216
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,X1094,Heated 6,166
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1083,Control 1,16
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1084,Control 2,18
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1087,Control 5,16
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1089,Heated 1,24
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1090,Heated 2,35
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1091,Heated 3,74
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1092,Heated 4,27
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1093,Heated 5,18
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA10649,X1094,Heated 6,5
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1083,Control 1,164
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1089,Heated 1,119
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1090,Heated 2,1617
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1091,Heated 3,1558
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1092,Heated 4,1142
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1093,Heated 5,587
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA4592,X1094,Heated 6,1070
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1083,Control 1,2943
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1084,Control 2,1140
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1085,Control 3,451
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1086,Control 4,1328
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1087,Control 5,654
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1088,Control 6,432
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1089,Heated 1,164
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1090,Heated 2,8615
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1091,Heated 3,4658
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1092,Heated 4,8554
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1093,Heated 5,3348
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,UBA6154,X1094,Heated 6,4289
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1083,Control 1,423
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1084,Control 2,170
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1085,Control 3,133
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1086,Control 4,226
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1087,Control 5,162
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1088,Control 6,86
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1090,Heated 2,13
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1091,Heated 3,15
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1092,Heated 4,14
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1093,Heated 5,12
Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,Unclassified,X1094,Heated 6,19
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA10799,UBA10799,X1084,Control 2,16
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA10799,UBA10799,X1085,Control 3,7
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA10799,UBA10799,X1088,Control 6,8
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA10799,UBA10799,X1090,Heated 2,8
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA10799,UBA10799,X1091,Heated 3,18
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1083,Control 1,2374
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1084,Control 2,1259
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1085,Control 3,523
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1086,Control 4,1141
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1087,Control 5,603
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1088,Control 6,358
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1089,Heated 1,228
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1090,Heated 2,4691
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1091,Heated 3,2383
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1092,Heated 4,6603
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1093,Heated 5,3436
Actinobacteriota,Actinomycetia,Nanopelagicales,UBA5976,UBA5976,X1094,Heated 6,4434
Actinobacteriota,Actinomycetia,Nanopelagicales,Unclassified,Unclassified,X1087,Control 5,3
Actinobacteriota,Actinomycetia,Nanopelagicales,Unclassified,Unclassified,X1092,Heated 4,16
Actinobacteriota,Actinomycetia,Nanopelagicales,Unclassified,Unclassified,X1094,Heated 6,22
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1083,Control 1,11
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1087,Control 5,7
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1089,Heated 1,28
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1090,Heated 2,14
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1092,Heated 4,55
Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,X1093,Heated 5,20
Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,X1085,Control 3,5
Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,X1084,Control 2,5
Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,X1090,Heated 2,5
Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,X1091,Heated 3,26
Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,X1094,Heated 6,12
Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,X1086,Control 4,8
Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,X1087,Control 5,14
Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Actinoallomurus,X1086,Control 4,5
Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Trebonia,X1087,Control 5,7
Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Trebonia,X1088,Control 6,5
Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Unclassified,X1086,Control 4,5
Actinobacteriota,Actinomycetia,Unclassified,Unclassified,Unclassified,X1083,Control 1,7
Actinobacteriota,Actinomycetia,Unclassified,Unclassified,Unclassified,X1085,Control 3,7
Actinobacteriota,Actinomycetia,Unclassified,Unclassified,Unclassified,X1086,Control 4,4
Actinobacteriota,Actinomycetia,Unclassified,Unclassified,Unclassified,X1088,Control 6,6
Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,X1090,Heated 2,7
