Phylum,Class,Order,Family,Genus,sample,name2,count
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,X1090,Heated 2,33
Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,X1094,Heated 6,8
Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,X1083,Control 1,9
Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,X1085,Control 3,5
Proteobacteria,Gammaproteobacteria,UBA1113,UBA1113,GCA-2707205,X1092,Heated 4,3
Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,2-02-FULL-47-50,X1086,Control 4,3
Proteobacteria,Gammaproteobacteria,UBA6186,UBA6186,UBA6186,X1093,Heated 5,2
Proteobacteria,Gammaproteobacteria,UBA6522,UBA6522,ZC4RG20,X1083,Control 1,4
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Ahniellaceae,Unclassified,X1094,Heated 6,15
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,X1083,Control 1,3
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,Wenzhouxiangella,X1090,Heated 2,8
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,Unclassified,X1091,Heated 3,4
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1086,Control 4,3
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1089,Heated 1,3
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1090,Heated 2,21
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1091,Heated 3,12
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1092,Heated 4,11
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1093,Heated 5,2
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,X1094,Heated 6,18
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,X1088,Control 6,4
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,X1087,Control 5,6
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,X1093,Heated 5,9
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,X1094,Heated 6,5
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Unclassified,Unclassified,X1083,Control 1,5
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1083,Control 1,143
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1084,Control 2,57
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1085,Control 3,56
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1086,Control 4,50
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1087,Control 5,26
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1088,Control 6,14
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1089,Heated 1,5
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1090,Heated 2,98
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1091,Heated 3,138
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1092,Heated 4,54
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1093,Heated 5,18
Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,X1094,Heated 6,65
Proteobacteria,Magnetococcia,Magnetococcales,Magnetococcaceae,Magnetococcus,X1086,Control 4,3
Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2753275,X1084,Control 2,2
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1083,Control 1,72
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1084,Control 2,18
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1085,Control 3,8
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1086,Control 4,10
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1087,Control 5,1
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1088,Control 6,3
Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,X1091,Heated 3,82
Riflebacteria,Ozemobacteria,Ozemobacterales,Ozemobacteraceae,Rifleibacterium,X1090,Heated 2,4
SAR324,SAR324,Unclassified,Unclassified,Unclassified,X1085,Control 3,5
Spirochaetota,Leptospirae,Leptospirales,JABAAI01,JABABJ01,X1093,Heated 5,3
Spirochaetota,Spirochaetia,DSM-27196,Alkalispirochaetaceae,Alkalispirochaeta,X1092,Heated 4,10
Spirochaetota,Spirochaetia,DSM-27196,Salinispiraceae,Spirochaeta_D,X1091,Heated 3,12
Spirochaetota,Spirochaetia,DSM-27196,Salinispiraceae,Spirochaeta_D,X1094,Heated 6,7
Spirochaetota,Spirochaetia,Spirochaetales_E,DSM-19205,Thiospirochaeta,X1084,Control 2,2
Spirochaetota,Spirochaetia,Spirochaetales_E,DSM-19205,Thiospirochaeta,X1094,Heated 6,7
Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,Oceanispirochaeta,X1088,Control 6,2
Spirochaetota,Spirochaetia,Unclassified,Unclassified,Unclassified,X1083,Control 1,5
Spirochaetota,UBA4802,UBA4802,UBA5368,FW300-bin19,X1085,Control 3,3
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1083,Control 1,4
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1085,Control 3,2
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1086,Control 4,2
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1090,Heated 2,9
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1091,Heated 3,5
Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,X1094,Heated 6,6
UBA10199,UBA10199,2-02-FULL-44-16,2-02-FULL-44-16,Unclassified,X1086,Control 4,1
UBA10199,UBA10199,2-02-FULL-44-16,2-02-FULL-44-16,Unclassified,X1094,Heated 6,8
UBA10199,UBA10199,2-02-FULL-50-16,GCA-016699445,GCA-016699445,X1083,Control 1,3
UBA10199,UBA10199,UBA10199,JADGCS01,JADGCS01,X1092,Heated 4,4
UBA10199,UBA10199,Unclassified,Unclassified,Unclassified,X1083,Control 1,4
Verrucomicrobiota,Kiritimatiellae,JAAZAB01,VSJD01,JAHIJO01,X1086,Control 4,3
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1083,Control 1,6
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1084,Control 2,7
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1085,Control 3,2
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1086,Control 4,4
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1087,Control 5,3
Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,X1094,Heated 6,5
Verrucomicrobiota,Kiritimatiellae,LD1-PB3,CAIQIC01,DP16D-bin41,X1083,Control 1,2
Verrucomicrobiota,Kiritimatiellae,LD1-PB3,CAIQIC01,DP16D-bin41,X1086,Control 4,6
Verrucomicrobiota,Kiritimatiellae,LD1-PB3,JAGNIJ01,JAGNIJ01,X1083,Control 1,11
Verrucomicrobiota,Kiritimatiellae,RFP12,JAAYNR01,VGWG01,X1084,Control 2,9
Verrucomicrobiota,Kiritimatiellae,RFP12,JAAYNR01,VGWG01,X1085,Control 3,5
Verrucomicrobiota,Kiritimatiellae,RFP12,JAAYNR01,VGWG01,X1088,Control 6,4
Verrucomicrobiota,Kiritimatiellae,RFP12,Unclassified,Unclassified,X1087,Control 5,2
Verrucomicrobiota,Kiritimatiellae,UBA8416,VGWI01,VGWI01,X1084,Control 2,3
Verrucomicrobiota,Kiritimatiellae,UBA8416,VGWI01,VGWI01,X1085,Control 3,9
Verrucomicrobiota,Kiritimatiellae,UBA8416,YA12-FULL-60-10,YA12-FULL-60-10,X1083,Control 1,4
Verrucomicrobiota,Kiritimatiellae,UBA8416,YA12-FULL-60-10,YA12-FULL-60-10,X1085,Control 3,7
Verrucomicrobiota,Kiritimatiellae,UBA8416,YA12-FULL-60-10,YA12-FULL-60-10,X1091,Heated 3,22
Verrucomicrobiota,Kiritimatiellae,UBA8416,Unclassified,Unclassified,X1084,Control 2,4
Verrucomicrobiota,Kiritimatiellae,UBA8416,Unclassified,Unclassified,X1086,Control 4,8
Verrucomicrobiota,Kiritimatiellae,Unclassified,Unclassified,Unclassified,X1091,Heated 3,20
Verrucomicrobiota,Lentisphaeria,UBA1407,Lenti-02,Lenti-02,X1086,Control 4,4
Verrucomicrobiota,Lentisphaeria,UBA1407,YB12-FULL-65-16,YB12-FULL-65-16,X1084,Control 2,8
Verrucomicrobiota,Lentisphaeria,UBA1407,Unclassified,Unclassified,X1083,Control 1,6
Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-45-14,GWF2-44-16,X1083,Control 1,5
Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA11452,X1087,Control 5,2
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UMGS1518,X1086,Control 4,5
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Zth2,X1085,Control 3,3
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Zth2,X1087,Control 5,4
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Zth2,X1093,Heated 5,3
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Unclassified,X1085,Control 3,5
Verrucomicrobiota,Lentisphaeria,Victivallales,Unclassified,Unclassified,X1083,Control 1,15
Verrucomicrobiota,Lentisphaeria,Victivallales,Unclassified,Unclassified,X1084,Control 2,18
Verrucomicrobiota,Lentisphaeria,Victivallales,Unclassified,Unclassified,X1085,Control 3,4
Verrucomicrobiota,Lentisphaeria,Victivallales,Unclassified,Unclassified,X1087,Control 5,4
Verrucomicrobiota,Lentisphaeria,Victivallales,Unclassified,Unclassified,X1092,Heated 4,4
Verrucomicrobiota,Lentisphaeria,Unclassified,Unclassified,Unclassified,X1083,Control 1,3
Verrucomicrobiota,Lentisphaeria,Unclassified,Unclassified,Unclassified,X1085,Control 3,8
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,X1086,Control 4,4
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1083,Control 1,82
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1084,Control 2,20
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1085,Control 3,6
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1086,Control 4,19
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1087,Control 5,19
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1088,Control 6,11
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1089,Heated 1,15
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1090,Heated 2,166
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1091,Heated 3,154
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1092,Heated 4,136
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1093,Heated 5,33
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,JACTMZ01,JACTMZ01,X1094,Heated 6,358
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,X1083,Control 1,9
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,X1084,Control 2,6
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,X1086,Control 4,13
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,X1087,Control 5,3
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,UBA967,X1086,Control 4,5
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,UBA967,X1092,Heated 4,6
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA10450,AV80,X1083,Control 1,5
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA10450,AV80,X1085,Control 3,6
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA10450,CADDYX01,X1083,Control 1,3
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,CAIWMF01,X1084,Control 2,7
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,UBA6821,X1084,Control 2,5
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,UBA6821,X1086,Control 4,4
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,UBA6821,X1088,Control 6,2
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA6821,UBA6821,X1092,Heated 4,3
Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Unclassified,Unclassified,X1086,Control 4,4
Verrucomicrobiota,Verrucomicrobiae,JABWAM01,JABWAM01,JABDCI01,X1084,Control 2,3
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,JAAUTS01,JAAUTS01,X1086,Control 4,3
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA1321,JABDGH01,X1083,Control 1,12
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA1321,JABDGH01,X1084,Control 2,6
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA1321,JABDGH01,X1086,Control 4,8
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA1321,JABDGH01,X1088,Control 6,3
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1083,Control 1,10
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1085,Control 3,6
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1086,Control 4,16
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1087,Control 5,11
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1088,Control 6,16
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1089,Heated 1,12
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1090,Heated 2,149
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1091,Heated 3,9
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1092,Heated 4,67
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1093,Heated 5,33
Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,X1094,Heated 6,36
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1084,Control 2,15
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1085,Control 3,7
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1087,Control 5,11
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1088,Control 6,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1090,Heated 2,9
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1092,Heated 4,43
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1093,Heated 5,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,X1094,Heated 6,21
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,Unclassified,X1083,Control 1,12
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,Unclassified,X1084,Control 2,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,Unclassified,X1085,Control 3,7
Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,Unclassified,X1091,Heated 3,5
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,EW11,X1091,Heated 3,16
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,X1084,Control 2,4
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,X1085,Control 3,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,X1092,Heated 4,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Nibricoccus,X1086,Control 4,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opi-474,X1083,Control 1,3
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Pelagicoccus,X1083,Control 1,6
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Pelagicoccus,X1093,Heated 5,2
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1083,Control 1,65
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1084,Control 2,63
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1085,Control 3,73
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1086,Control 4,61
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1087,Control 5,56
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1088,Control 6,44
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1089,Heated 1,14
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1090,Heated 2,37
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1092,Heated 4,22
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1093,Heated 5,23
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA2377,X1094,Heated 6,52
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,X1093,Heated 5,2
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,X1083,Control 1,17
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,X1086,Control 4,2
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,X1087,Control 5,7
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,X1092,Heated 4,8
Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,X1094,Heated 6,13
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1083,Control 1,56
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1084,Control 2,41
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1085,Control 3,51
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1086,Control 4,47
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1087,Control 5,60
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA8828,X1088,Control 6,35
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1083,Control 1,183
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1084,Control 2,133
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1085,Control 3,154
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1086,Control 4,133
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1087,Control 5,167
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1088,Control 6,94
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1089,Heated 1,13
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1090,Heated 2,31
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1091,Heated 3,32
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1092,Heated 4,43
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1093,Heated 5,30
Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,X1094,Heated 6,41
Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,CAINDI01,X1094,Heated 6,23
Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,DRVI01,X1083,Control 1,4
Verrucomicrobiota,Verrucomicrobiae,Palsa-1439,Palsa-1439,DRVI01,X1084,Control 2,3
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,UBA7971,X1092,Heated 4,3
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,JADJPG01,JADJPG01,X1084,Control 2,7
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,X1083,Control 1,5
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,X1085,Control 3,9
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,X1086,Control 4,5
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,X1087,Control 5,2
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA11358,X1088,Control 6,2
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1083,Control 1,111
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1084,Control 2,71
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1085,Control 3,79
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1086,Control 4,86
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1087,Control 5,88
Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Unclassified,Unclassified,X1088,Control 6,66
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Haloferula,X1085,Control 3,6
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Haloferula,X1087,Control 5,7
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Haloferula,X1093,Heated 5,3
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1083,Control 1,26
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1084,Control 2,19
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1085,Control 3,13
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1086,Control 4,13
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1087,Control 5,29
Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,X1089,Heated 1,13
